id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
653,0.0,0.0,3.5534054711867338e-37,0.0,1.401298464324817e-45,0.0,4.203895392974451e-45,1.3302526321835488e-41,0.0,5.354388056855948e-39,0.0,0.0,0.0,8.915847675130638e-33,1.401298464324817e-45,2.6546198108169335e-41,0.0,2.4831996226884292e-26,0.0,2.3172729063513513e-34,0.0,1.18586494597241e-35,2.443282227339654e-35,5.465064010866787e-44,1.107820266993939e-37,1.401298464324817e-45,0.0,9.582222051363552e-32,0.0,3.6725230153024806e-41,4.0353191877161757e-41,8.484862201486767e-42,2.4242463432819335e-43,0.0,4.293738848077109e-36,0.0,8.626310766183513e-35,4.515254733598885e-30,2.698283858423027e-35,4.857474183738822e-34,2.205077967423263e-32,0.0,3.378530597487134e-42,0.0,3.3412800206282564e-19,0.0,0.0,4.209726588248077e-36,0.0,8.407790785948902e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.782284567332115e-43,0.0,2.3027507297551478e-34,5.044674471569341e-44,5.980918642407529e-30,8.407790785948902e-45,0.0,0.0,1.401298464324817e-45,2.143876753300879e-29,9.562598904275677e-35,0.0,0.0,0.0,1.4818931981778555e-33,4.344025239406933e-44,0.0,1.401298464324817e-45,0.0,4.7342630329212683e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802596928649634e-45,7.242413406465082e-36,7.580715108283419e-31,1.8425323182790938e-38,4.0902500875177085e-41,0.0,0.0,0.0,0.0,4.723737684513832e-31,7.2399486457806e-41,3.7042484125347944e-40,0.0
655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.722641080352803e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4425458527780338e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0608168428603674e-32,0.0,0.0,0.0,0.0,3.053626387538248e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1196374729955288e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555554260499026e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,0.0,2.496986314233681e-23,2.802596928649634e-45,9.45873376168158e-34,8.977967567488836e-17,1.1281241059188777e-22,0.0,1.0487076459463313e-36,0.0,7.900369390585153e-23,2.8694827294029776e-35,1.405965769925298e-31,3.74434936499492e-22,0.0,1.41054560236887e-27,1.401298464324817e-45,2.574461838639852e-30,0.0,5.142501516386828e-36,1.3066127270903892e-40,0.0,2.0035702263247668e-23,0.0,1.165574054525885e-37,2.7022689808576734e-36,2.9590378892068567e-40,1.0,1.7904810868217485e-40,2.4627236714698964e-30,1.071993325208485e-42,0.0,0.0,8.502344801127684e-39,0.0,0.0,1.2350803641223074e-37,3.7244519705768677e-35,0.0,2.0681400754553654e-31,0.0,0.0,1.74543837041664e-32,6.502495531384961e-35,1.7060281914932062e-38,0.0,0.0,1.3543340613563903e-31,0.0,1.931874327160587e-27,1.8643226495291912e-38,0.0,8.963873231517452e-31,8.032242797509851e-42,8.83277328530612e-33,1.2277948592530842e-29,1.8748266426879236e-39,4.4878853770713575e-21,1.401298464324817e-45,0.0,1.7594887834773051e-34,0.0,3.50700263219125e-28,4.2123031837604e-41,1.493642352758013e-24,5.441209019773247e-28,5.220791904643227e-37,6.065677908777361e-38,0.0,0.0,4.3985357496691683e-41,2.5893089314255145e-34,4.4148319726211667e-23,2.0127415375570443e-29,5.878765646194853e-23,1.6869993299810823e-33,5.582743333376258e-16,4.517650651503608e-22,1.1904696598461135e-28,2.0936545188823362e-29,5.5649219407330374e-39,2.789354619190511e-30,0.0,0.0,5.122166276646504e-41,0.0,4.93549306598646e-19,0.0,3.658477864911657e-29,6.354964093851737e-21,2.3766021954948898e-42,0.0,4.798241451009916e-36,2.73439290439691e-29,0.0,0.0,0.0,2.3264050436839978e-26,2.275188594123891e-31,3.384320762741724e-39
659,4.21174266437467e-41,3.869285341799423e-29,7.309873439150408e-41,6.713103266178786e-28,1.0819474195250923e-29,3.883016261524104e-39,2.4771761888764105e-39,1.135769768198996e-32,6.21586571506738e-40,6.73788020445005e-30,8.696466714104983e-25,3.386933629351932e-30,1.298680756119709e-22,3.752205802327263e-26,4.955523131428332e-21,2.318801508184901e-35,2.5643761897144152e-43,1.0682241436402593e-31,1.3261053716693085e-36,2.4626053456443053e-27,6.838336505905107e-43,1.9628835194836545e-32,5.9745018332741094e-33,5.343970658337117e-36,1.1627014150947945e-36,9.021506824500914e-38,3.221810488840291e-25,1.1210387714598537e-44,6.604821129136519e-27,2.2420775429197073e-44,4.6047865523518634e-29,0.0,7.926748083971982e-32,2.3809905975769963e-28,0.0,1.910083207915543e-25,4.203895392974451e-45,0.0,0.0,0.0,0.0,1.7848512076907017e-36,7.474469956770001e-40,2.1019476964872256e-44,8.363509754476238e-41,3.377129299022809e-43,1.283006610581165e-23,1.3783935402761958e-38,2.863629457002139e-22,1.6752235168563575e-35,1.0892106703151563e-22,3.387856911838894e-34,3.770504960720454e-16,1.0,7.716003761792864e-23,1.066608909234586e-21,1.9693046185074553e-16,7.482933799494523e-42,0.0,0.0,1.3635410377229706e-38,1.1652296219102204e-33,1.1853829031749923e-32,1.7615456748319054e-39,6.886028471432432e-27,3.796085379495654e-35,3.140483079669219e-34,1.1971292780726912e-41,6.989600509415728e-38,5.755950943150323e-27,4.9043298220261406e-30,7.774032592032978e-37,2.1293968125840425e-33,4.54234301349833e-30,1.374739778122823e-29,1.168747718545178e-31,0.0,2.20413136701991e-36,3.4766061613614726e-28,2.8899240853948857e-29,6.930383408423648e-26,2.892162097087665e-37,0.0,1.8649762399626187e-24,0.0,4.050157979741018e-34,4.477206198599338e-25,4.7665188160171353e-35,1.1687540774994183e-28,0.0,0.0,9.021080511413101e-26,5.843556474901403e-36,3.8204612121498836e-28,1.5120010430064776e-41,3.75547988439051e-43,4.777951187345103e-35,1.2933322067596374e-36,2.4118725505668043e-19
665,4.9019382099932156e-40,1.8568894877435966e-33,1.343284833458112e-35,4.314611550604148e-27,1.3087363345241251e-23,3.9948691941410984e-36,3.657194155349293e-37,1.4175101557629947e-34,6.463821193271057e-34,2.112664109677568e-34,1.166497079158698e-19,3.0085312146054794e-23,2.1021271601346876e-17,1.0880476053509347e-23,1.832554928354672e-19,3.1923342187099085e-36,2.1334773996581374e-27,7.083218059758266e-25,5.085174195423537e-27,2.2675498496845096e-21,2.299683101100097e-38,6.738714089986253e-27,8.355272662942834e-26,2.9663606830662637e-34,2.979264942175347e-27,9.722920605105458e-39,1.7877118502464256e-23,8.672416019386789e-33,3.318206136014678e-24,4.097981381172951e-18,2.8850921679056612e-27,1.0857854203722048e-35,1.4599210483920436e-18,9.244757136448697e-30,2.235268859234554e-34,1.0996657944575226e-28,6.3027748396563465e-27,1.1570983848423242e-39,9.852430820843997e-26,0.0,2.1303940553130194e-41,5.596635937001045e-35,5.685476381000672e-31,1.1735913663687391e-23,6.561361436981985e-32,3.381651289167185e-39,8.328777029016614e-23,3.905811806900942e-29,3.9822203164910743e-16,9.02740772759647e-13,1.2081161546914208e-19,1.0856241762707355e-27,3.478735336618821e-25,1.8023269149125554e-05,1.0827203391662599e-13,0.9747024774551392,1.2712619449966808e-14,9.11545539277115e-25,1.021567498179436e-33,1.4881789691129557e-42,2.7262746403651984e-33,6.079525212177925e-18,2.4236563603936687e-22,3.4148763067840814e-24,1.5039888370318647e-20,1.1060920623237858e-32,1.161571081030583e-29,1.6084052179937553e-22,2.2864281291313e-18,0.025279516354203224,6.965381153458449e-23,1.9510218998630945e-32,6.656178759731478e-24,8.752882101741864e-25,3.2558744888038658e-25,6.664984099111265e-27,3.639221042234382e-33,1.8272358985220147e-19,4.2591287444686585e-26,9.175470904921189e-23,1.66030112585524e-25,9.874233797076744e-30,2.1349685316582798e-26,5.377696971367861e-20,6.495372777417977e-23,2.468228389933849e-21,1.1788560036994633e-13,5.449290703302382e-28,1.1150717774641592e-20,7.807296771440575e-28,2.6989231254921714e-20,4.459254667217463e-27,1.6280993229623327e-27,1.6914113838734192e-21,1.7177147677793283e-34,8.488302036805505e-27,1.1505329837718098e-14,9.549948963047602e-28,1.422992345426438e-20
666,0.0,0.0,6.58610278232664e-44,0.0,3.119550498455262e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544063828396896e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6815581571897805e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2229864679470793e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710174008175398e-38,0.0,0.0,2.8882162648198805e-41,0.0,1.0262829693022095e-40,0.0,0.0,0.0,0.0,0.0,0.0,4.344025239406933e-44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004634886637174e-27,2.03908404607915e-39,1.3228257503226273e-42,0.0,0.0,0.0,0.0,3.0828566215145976e-44,0.0,0.0,0.0,6.661282444937667e-40,0.0,0.0
668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.638323570898169e-39,0.0,0.0,0.0,1.366505675294183e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,2.7947295427952786e-20,3.7396705363027456e-23,4.1106810334186894e-19,0.9998296499252319,4.574230913041832e-26,9.288546882816196e-26,6.685732486912497e-23,4.719328438049815e-17,3.182580053775734e-17,3.7515617498574e-21,1.4566374675068607e-22,1.1494176705613275e-25,0.0001702776353340596,1.6017822425886657e-29,6.364964982107316e-22,5.6698051014262e-22,3.3467031495775257e-28,2.316427540105549e-19,6.325193392056459e-23,1.231958464279273e-13,8.89147510202788e-25,7.722393589853168e-18,3.9194446223829086e-28,1.7863506166960206e-30,3.98639380211723e-21,7.106493524026328e-27,2.3338163270426177e-15,7.91281054747583e-22,1.0504706074057408e-21,1.4014353853098701e-34,1.0912840269689278e-28,2.536017558078469e-26,1.5795284698350675e-18,7.20053013522527e-34,3.1636180878847605e-21,3.8421817487587677e-22,1.1652907541085267e-15,3.6962946175013816e-18,3.264330316299289e-20,3.2639435324547757e-28,3.9966581209076635e-35,8.157937658737069e-10,6.489002362858519e-19,1.0896271415414587e-23,5.509240579969456e-21,4.424710071710731e-19,4.723049432487202e-20,2.518427809687567e-30,4.671063145423452e-23,5.7065886846001975e-28,4.985925654010707e-21,3.644275858953776e-21,9.267651072562486e-14,3.462564747804742e-30,2.6307048641002464e-23,3.302668845221415e-21,6.359049186699141e-20,1.0415894462419524e-19,2.8530273582869406e-20,3.722605618130138e-15,1.6816230301442718e-19,3.1752975711724538e-21,1.2601129658109302e-17,2.1275807069948324e-18,2.6437569641008468e-20,3.9642182193839603e-16,4.451799202796077e-19,2.171360467548733e-22,1.4546538848517448e-16,3.6845751184377655e-29,1.4938892662213472e-24,2.184577989787892e-23,3.501588528574699e-23,5.847004225001386e-19,9.973860395688821e-27,1.4473724952931977e-12,4.194050551105166e-16,1.1625927381998337e-20,3.675786118951924e-22,3.805826699511205e-24,2.9150309414841552e-27,1.4106736842990354e-16,8.342857838221285e-19,1.5776685128687113e-17,2.0382759091679565e-26,5.8369298977511974e-12,1.7025860295184422e-14,3.672921802113083e-17,8.646816856436263e-27,2.0641210647609893e-18,1.4392674289637544e-28,6.5932366987916935e-16,1.9632629997192646e-22,1.1612767940116642e-19,4.080348148249868e-08,1.1247154109368203e-19,5.775289087609716e-20,1.3492396295415029e-18,1.988196295372112e-20
674,1.439161521925943e-35,7.254522149809578e-42,0.0,2.720125372276658e-32,3.002004509500027e-32,3.1342156115305664e-39,0.0,4.713031293991253e-37,5.112975484869128e-32,1.6239422031773729e-28,7.816928096721563e-26,5.74532370373175e-44,5.470376313776189e-32,7.945362292721713e-43,5.323465270396692e-27,2.382207389352189e-44,1.3270146322477997e-31,2.5486288362438084e-28,8.489080109864385e-40,1.0749036819890413e-38,3.189705629419365e-40,6.65524666008825e-36,0.0,0.0,0.0,0.0,1.0219067869638296e-17,1.4986434902945382e-22,7.300764999132297e-43,0.0,0.0,2.366108130390042e-33,2.554816445017985e-23,2.1546104030266188e-35,1.648737723545786e-33,4.3194471369659385e-37,3.2526128051094595e-30,0.0,2.7161525319786646e-33,0.0,5.044674471569341e-44,7.612884613882149e-38,1.460252671885082e-21,2.060228014399593e-37,1.683757330336839e-35,5.628458557316297e-32,2.744688023099943e-28,6.333869058748173e-43,1.0789998175301091e-43,3.4159169354492813e-32,2.8418129109366343e-28,5.450881479312445e-16,4.195535316502913e-30,3.079442161624485e-37,2.258387255745984e-39,9.769405553961261e-36,7.67791850392188e-24,1.2611686178923354e-43,2.489666009513907e-28,1.3456176409704667e-28,1.7823318356024675e-38,1.2587674991091151e-30,8.405237908388392e-33,7.668593704258237e-28,3.7383957370799084e-23,0.0,1.0773603960653588e-27,0.0,4.442598146295481e-34,7.387776283406683e-33,0.0,3.0174453257478483e-33,4.924399668905943e-33,5.132377313003038e-33,7.951189387821301e-24,6.1428969769730005e-22,3.493437071561769e-42,3.6514226418575697e-29,3.000544559609081e-21,2.0657941961076453e-41,2.1235492057332817e-32,1.072174521541305e-26,6.238229205415356e-37,1.0,2.2582403617247553e-24,1.6623183292746007e-40,1.1848457759941127e-38,0.0,4.060190213502908e-30,9.798440629674707e-29,2.802596928649634e-45,2.5243148373643945e-27,3.0688436368713494e-43,0.0,6.008850196751655e-27,1.4043990086063847e-33,3.81701559135381e-32,1.4048873714078536e-32,0.0
679,0.0,5.994687730697904e-24,0.0,3.546686413206112e-42,8.497830129034725e-33,0.0,0.0,3.392091523245791e-38,0.0,9.134593281591329e-26,1.401298464324817e-44,3.046967686285082e-38,6.348775836615407e-24,0.0,2.5964041269790148e-24,1.3326051320454573e-38,1.337427280320892e-40,0.0,0.0,8.344084215278178e-35,0.0,1.566794055039121e-38,0.0,0.0,1.1350517561031018e-43,2.757349001236586e-40,1.0,0.0,0.0,0.0,0.0,1.4262836159437286e-40,3.194960498660583e-43,4.09823748876436e-41,0.0,0.0,8.724817177170386e-31,0.0,7.834740877247106e-36,0.0,0.0,3.536641986737382e-19,0.0,0.0,0.0,0.0,3.673897689095983e-39,2.764904690452348e-37,3.2458362169904276e-13,4.203895392974451e-45,0.0,3.149435892600921e-32,0.0,1.2779133498138769e-36,2.382207389352189e-44,0.0,9.646669789948302e-38,4.203895392974451e-45,1.401298464324817e-45,1.6192564274658991e-40,5.605193857299268e-45,3.7134072992976214e-39,2.5924021590009116e-43,2.1989595891724327e-40,0.0,1.0229478789571165e-43,0.0,0.0,0.0,0.0,0.0,4.121743519407432e-35,2.8971845749915593e-41,2.759907772232443e-39,3.29305139116332e-43,8.42652713963934e-32,1.485376372184306e-42,3.6265441706104404e-38,5.3348452233712306e-36,2.9223527115270586e-35,2.942726775082116e-44,0.0,0.0,0.0,2.324890078265911e-39,1.8096482835459546e-14,0.0,1.5590548661114176e-31,1.4955256782912838e-29,1.404555081955908e-39,0.0,7.879319096098084e-40,8.407790785948902e-45,0.0,0.0,2.14346816998517e-40,5.07508264824519e-41,2.46978854337249e-41,4.393210815504734e-41
683,0.0,3.1337159713825442e-30,8.941517841701536e-28,4.558023673299429e-27,2.2599521743031583e-34,3.1350925599029503e-29,5.6753532863903646e-24,2.315278572099107e-39,0.0,9.704837161801215e-31,3.0415743687555884e-40,1.6031224448569365e-32,0.0,3.4398082556935915e-24,2.937043635388275e-31,2.5788194086063128e-20,4.526194039769159e-43,4.1858807483326e-37,1.9406813699324986e-32,3.403655107506111e-22,4.99968628883964e-37,6.59819410049438e-28,8.0252292839355e-26,5.677130371109834e-31,3.8749353028473507e-25,2.6036424779126095e-33,0.0,1.317220556465328e-42,8.485838767779974e-12,2.9612844658584533e-18,1.0,0.0,4.11398587845978e-19,3.710874592453201e-38,1.804583261567218e-27,3.77738084221286e-34,3.4630601951637267e-31,3.663364778247186e-22,5.240856256574816e-43,4.213774625392645e-29,8.131174339230052e-33,0.0,5.3504545170245405e-22,2.7724753666686354e-31,1.8277213446071574e-36,0.0,0.0,3.381813189501445e-27,4.997746820018533e-35,7.601723372507292e-35,6.276426960352089e-35,0.0,5.274605005486571e-28,1.8668098141735213e-41,0.0,4.375094828957943e-39,2.6598046151349353e-40,1.943536555197581e-29,0.0,0.0,4.4419100927177465e-31,1.7029980236939502e-41,2.69996089655189e-36,1.3642961133874874e-37,5.36438279631491e-33,1.049572549779288e-40,8.513153902779403e-31,5.106034133647436e-18,8.952996970036469e-33,5.406531688159583e-28,5.304630253319568e-28,4.785293621688992e-31,1.57598219047477e-32,5.836744089503356e-27,0.0,0.0,8.894041353069614e-42,1.5481096031120411e-30,7.609050661283757e-43,1.3666996420374417e-34,3.9411823065800995e-34,4.931054068957551e-33,0.0,0.0,3.44719422223905e-43,4.5749824878821706e-38,1.8027789119691014e-29,1.9933284663968635e-19,1.6154461063648088e-36,1.3587356678106207e-34,1.268330710395438e-37,3.1642859715095767e-31,2.559259897905139e-34,1.550462201697108e-37,2.1057059789685448e-39,9.17325581176897e-32,8.307758569978515e-33,7.47453623258217e-36,1.5595761496772524e-19
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4794162574519626e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.605193857299268e-45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0648114795300198e-33,0.0,0.0,0.0,2.7119329180078185e-41,2.1139268477497405e-36,0.0,0.0,0.0,0.0,0.0,9.829610714965857e-32,0.0,0.0,0.0,3.173570025892371e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,0.0,6.477922540880764e-41,0.0,0.0,0.0,0.0,3.620943133636652e-32,5.833296674902903e-26,0.0,6.840504317230228e-33,0.0,2.7385896261163515e-29,6.71009791268588e-31,6.855725297356952e-13,2.692615519911769e-22,2.993313649644242e-41,0.0,1.0,0.0,1.15804427476759e-22,7.061878643426524e-39,0.0,8.407790785948902e-45,0.0,6.165713243029195e-44,0.0,3.5032461608120427e-44,7.20267410662956e-43,1.401298464324817e-45,0.0,2.406309722938576e-41,0.0,0.0,2.1904074646446583e-39,2.556347029773527e-38,0.0,8.96831017167883e-44,1.711686074172764e-41,0.0,0.0,0.0,1.3938555356005278e-29,5.184804318001823e-44,0.0,3.2229864679470793e-44,2.351236290142217e-32,0.0,3.4433665428098583e-16,3.12238244772446e-21,9.254175058401092e-42,4.030943631935805e-31,0.0,5.601737688050354e-28,1.3787721711212563e-38,0.0,0.0,0.0,5.230473785947096e-32,1.7687854833478395e-38,1.16770201032187e-41,9.740483980970127e-30,3.4110126958901832e-40,3.7504190323769374e-25,0.0,0.0,0.0,9.80908925027372e-45,1.401298464324817e-45,8.407790785948902e-45,0.0,0.0,4.834479701920619e-43,0.0,1.401298464324817e-44,0.0,0.0,0.0,5.465064010866787e-44,6.018576904275089e-42,1.9914917797897015e-24,1.4895717079979282e-27,1.1460385638451204e-36,0.0,2.881069642651824e-42,0.0,1.401298464324817e-45,1.2925131019268714e-29,1.2541621255707113e-42,0.0,1.1429060339956424e-39,0.0,8.502782740653785e-20,0.0,0.0,3.685295850804801e-39,2.1158766659433883e-31,6.191896504835104e-39,0.0,2.802596928649634e-45
688,0.0,1.0789998175301091e-43,0.0,0.0,1.9895484039503485e-31,8.407790785948902e-45,1.1107769954484998e-24,1.1210387714598537e-44,2.0318827732709848e-43,1.8146546243067434e-35,0.0,4.419320947467426e-35,1.4509231156097848e-30,5.900482355826863e-26,6.115142417836398e-30,6.689001215889752e-27,1.2453604297864407e-38,2.5325280387366265e-38,5.103248747378119e-41,4.254050578930914e-31,3.7990602666310116e-41,1.4702630445621687e-29,1.0,2.468161746964576e-21,4.300964003029221e-23,3.165329721673763e-20,6.445972935894159e-44,9.432139963370344e-42,1.2677554229550504e-29,6.4466310699562555e-19,2.2272733739531136e-36,8.459638829128921e-42,5.50072559943345e-37,2.396345266651618e-27,1.2143376716301086e-37,2.2058115182734418e-38,3.0541112821647874e-24,2.7294920051375975e-31,7.268718111092335e-18,3.891146202850547e-37,8.498875186130016e-42,0.0,5.1595809456439765e-42,2.2729855627577805e-38,9.539367321860479e-40,0.0,3.051227037694947e-29,1.201284109132153e-31,1.2709356681886793e-40,5.6633802536931205e-36,0.0,2.136888053549883e-36,5.524698789353365e-37,6.2037865223049e-40,2.8177536311271043e-34,3.087544057915014e-31,1.74935427729879e-36,2.1345757575054215e-27,0.0,0.0,5.825775831408551e-35,2.592121149212933e-30,1.6331377092925053e-19,1.3454992527324623e-36,2.9607508543862677e-35,5.394278372721205e-34,3.602272002082321e-26,3.060598124357593e-15,6.407253512291359e-35,0.0,6.775574950174452e-19,9.855938581571798e-38,3.1920166765759334e-21,9.958803978202183e-40,2.387125946961969e-38,3.6433760072445244e-44,0.0,1.7896498606095002e-22,2.0509474496812556e-26,1.3279653353445463e-33,7.230581831975034e-33,0.0,1.4461400151832112e-42,0.0,1.2727013042537286e-40,0.0,0.0,6.821468011303197e-37,3.871186902066296e-23,0.0,5.291022741597644e-40,2.1445784187584545e-38,3.2062061990964824e-38,8.474318052072303e-28,0.0,8.94413328901414e-38,4.5199314753013715e-27,3.5426238296828507e-34,7.6566948090708e-42
690,2.942726775082116e-44,1.3189653361099449e-23,1.5888967180177767e-29,9.364846571824348e-12,3.712398217046339e-26,3.1529215447308384e-43,5.2758338794585035e-20,1.6340284908891233e-27,3.0600035735351256e-37,7.634360106903759e-27,1.2420902147378138e-25,2.757187693625005e-27,6.911703299267418e-15,1.4416011892785652e-35,7.202500361382054e-26,1.2648365059127496e-31,1.2191296639625909e-43,3.378320554065898e-26,2.214519097238686e-32,2.622324124172314e-24,2.6771277284892574e-31,3.3985955429866405e-22,3.1595496355848353e-21,1.7307397240256852e-24,9.347778270973533e-21,3.479308256711999e-23,9.124883631485458e-32,9.374277189100265e-28,4.0118455346326337e-23,5.1594079626724205e-18,4.287941928967939e-22,1.2441726842680808e-24,4.6538937455934976e-23,9.957558965954335e-23,2.830933333106376e-17,2.6120673744946474e-34,2.4767760758992452e-11,1.2914906567750166e-25,1.3251005605626449e-19,8.827035750982298e-28,1.0723409369107393e-36,1.2367880342673835e-28,3.7179828371593214e-33,2.101954163514396e-28,2.903021689760132e-26,1.3466469766680626e-17,1.1387603490584088e-22,2.5441859001796213e-31,1.5824848759357363e-29,4.0393518771995534e-29,7.73516752307299e-43,1.3963156763817705e-27,1.7358547325235785e-12,2.191165734641892e-33,5.940384449965765e-41,2.580178646397487e-34,3.923635700109488e-44,3.4027613344113826e-21,5.463563791752281e-22,3.5289705029760794e-36,3.1509035361774855e-16,2.58270478118601e-30,1.3971493474582424e-16,6.994689796997359e-32,2.841041876920461e-29,6.986300039908761e-29,4.027931075013518e-31,2.0132324786818396e-22,2.2764107372965833e-25,1.984238625483941e-42,6.075548232213696e-29,7.334048729940042e-36,2.739136247519873e-34,3.698920064531818e-22,9.80908925027372e-45,1.3771451623083344e-27,1.3587886741110594e-39,4.161698058687075e-36,1.4977077986703645e-41,1.0,1.1417857646155122e-33,1.871985456854403e-21,2.391560705492214e-34,4.010810477575135e-40,6.914134511081696e-36,8.196669589498304e-25,2.2307256352705997e-36,2.720181346966655e-29,9.637292504086582e-30,6.364095558625155e-33,1.097323021050797e-28,1.105625439492289e-21,3.2746688719593745e-18,1.5753137817139574e-26,1.6165886174637135e-26,1.634475963718094e-36,6.703880377526786e-16,7.136746480134958e-35,1.044905843395088e-29
